"T","X","Y","datasets","days"
"2022--P1Y", +0028, +0017,    4,    4
"2022--P1Y", +0028, +0018,   92,   73
"2022--P1Y", +0028, +0019,  476,  145
"2022--P1Y", +0028, +0020,  469,  145
"2022--P1Y", +0028, +0021,  751,  145
"2022--P1Y", +0028, +0022,  743,  145
"2022--P1Y", +0028, +0023,  691,  145
"2022--P1Y", +0028, +0024,  736,  145
"2022--P1Y", +0028, +0025,  867,  145
"2022--P1Y", +0028, +0026,  746,  146
"2022--P1Y", +0028, +0027,  373,   73
"2022--P1Y", +0028, +0028,  508,   73
"2022--P1Y", +0028, +0029,  502,   73
"2022--P1Y", +0028, +0030,  438,   73
"2022--P1Y", +0028, +0031,  757,  146
"2022--P1Y", +0028, +0032,  741,  146
"2022--P1Y", +0028, +0033,  591,  146
"2022--P1Y", +0028, +0034,  653,  146
"2022--P1Y", +0028, +0035,  630,  146
"2022--P1Y", +0028, +0036,  644,  146
"2022--P1Y", +0028, +0037,  459,  146
"2022--P1Y", +0028, +0038,  300,   73
"2022--P1Y", +0028, +0039,  297,   73
"2022--P1Y", +0028, +0040,  448,   73
"2022--P1Y", +0028, +0041,  487,   73
"2022--P1Y", +0028, +0042,  484,   73
"2022--P1Y", +0028, +0043,  296,   73
"2022--P1Y", +0028, +0044,  376,  145
"2022--P1Y", +0028, +0045,  388,  145
"2022--P1Y", +0028, +0046,  166,  145
"2022--P1Y", +0029, +0016,   84,   73
"2022--P1Y", +0029, +0017,  155,   73
"2022--P1Y", +0029, +0018,  446,  146
"2022--P1Y", +0029, +0019,  596,  146
"2022--P1Y", +0029, +0020,  736,  146
"2022--P1Y", +0029, +0021,  306,   73
"2022--P1Y", +0029, +0022,  443,   73
"2022--P1Y", +0029, +0023,  449,   73
"2022--P1Y", +0029, +0024,  694,  145
"2022--P1Y", +0029, +0025,  772,  145
"2022--P1Y", +0029, +0026,  599,  146
"2022--P1Y", +0029, +0027,  590,  146
"2022--P1Y", +0029, +0028,  677,  146
"2022--P1Y", +0029, +0029,  588,  146
"2022--P1Y", +0029, +0030,  589,  146
"2022--P1Y", +0029, +0031,  441,   73
"2022--P1Y", +0029, +0032,  453,   73
"2022--P1Y", +0029, +0033,  438,   73
"2022--P1Y", +0029, +0034,  368,   73
"2022--P1Y", +0029, +0035,  297,   73
"2022--P1Y", +0029, +0036,  489,  146
"2022--P1Y", +0029, +0037,  598,  146
"2022--P1Y", +0029, +0038,  515,  146
"2022--P1Y", +0029, +0039,  482,  146
"2022--P1Y", +0029, +0040,  465,  146
"2022--P1Y", +0029, +0041,  629,  146
"2022--P1Y", +0029, +0042,  476,   73
"2022--P1Y", +0029, +0043,  369,   73
"2022--P1Y", +0029, +0044,  298,   73
"2022--P1Y", +0029, +0045,  238,   73
"2022--P1Y", +0029, +0046,   90,   73
"2022--P1Y", +0030, +0015,   10,    9
"2022--P1Y", +0030, +0016,  156,   73
"2022--P1Y", +0030, +0017,  294,   73
"2022--P1Y", +0030, +0018,  442,  146
"2022--P1Y", +0030, +0019,  445,  146
"2022--P1Y", +0030, +0020,  812,  146
"2022--P1Y", +0030, +0021,  676,  146
"2022--P1Y", +0030, +0022,  740,  146
"2022--P1Y", +0030, +0023,  751,  146
"2022--P1Y", +0030, +0024,  440,  145
"2022--P1Y", +0030, +0025,  339,   73
"2022--P1Y", +0030, +0026,  295,   73
"2022--P1Y", +0030, +0027,  294,   73
"2022--P1Y", +0030, +0028,  370,  146
"2022--P1Y", +0030, +0029,  588,  146
"2022--P1Y", +0030, +0030,  599,  146
"2022--P1Y", +0030, +0031,  521,  146
"2022--P1Y", +0030, +0032,  452,  146
"2022--P1Y", +0030, +0033,  440,  146
"2022--P1Y", +0030, +0034,  456,  146
"2022--P1Y", +0030, +0035,  300,   73
"2022--P1Y", +0030, +0036,  328,   73
"2022--P1Y", +0030, +0037,  292,   73
"2022--P1Y", +0030, +0038,  297,   73
"2022--P1Y", +0030, +0039,  353,   73
"2022--P1Y", +0030, +0040,  451,  146
"2022--P1Y", +0030, +0041,  683,  146
"2022--P1Y", +0030, +0042,  829,  146
"2022--P1Y", +0030, +0043,  812,  146
"2022--P1Y", +0030, +0044,  456,  146
"2022--P1Y", +0030, +0045,  242,  146
"2022--P1Y", +0030, +0046,   19,   15
"2022--P1Y", +0031, +0015,  321,  146
"2022--P1Y", +0031, +0016,  463,  146
"2022--P1Y", +0031, +0017,  593,  146
"2022--P1Y", +0031, +0018,  514,  145
"2022--P1Y", +0031, +0019,  516,  144
"2022--P1Y", +0031, +0020,  584,   73
"2022--P1Y", +0031, +0021,  597,   79
"2022--P1Y", +0031, +0022,  740,  146
"2022--P1Y", +0031, +0023,  604,  146
"2022--P1Y", +0031, +0024,  601,  145
"2022--P1Y", +0031, +0025,  553,  145
"2022--P1Y", +0031, +0026,  442,  146
"2022--P1Y", +0031, +0027,  456,  146
"2022--P1Y", +0031, +0028,  369,  146
"2022--P1Y", +0031, +0029,  295,   73
"2022--P1Y", +0031, +0030,  308,   73
"2022--P1Y", +0031, +0031,  299,   73
"2022--P1Y", +0031, +0032,  368,  140
"2022--P1Y", +0031, +0033,  526,  146
"2022--P1Y", +0031, +0034,  666,  146
"2022--P1Y", +0031, +0035,  548,  146
"2022--P1Y", +0031, +0036,  485,  146
"2022--P1Y", +0031, +0037,  445,  146
"2022--P1Y", +0031, +0038,  369,  146
"2022--P1Y", +0031, +0039,  334,   73
"2022--P1Y", +0031, +0040,  295,   73
"2022--P1Y", +0031, +0041,  293,   73
"2022--P1Y", +0031, +0042,  438,   73
"2022--P1Y", +0031, +0043,  440,   73
"2022--P1Y", +0031, +0044,  380,  146
"2022--P1Y", +0031, +0045,  231,  146
"2022--P1Y", +0031, +0046,   12,    8
"2022--P1Y", +0032, +0013,   16,    4
"2022--P1Y", +0032, +0014,    8,    4
"2022--P1Y", +0032, +0015,  295,   73
"2022--P1Y", +0032, +0016,  444,  146
"2022--P1Y", +0032, +0017,  737,  146
"2022--P1Y", +0032, +0018,  662,  145
"2022--P1Y", +0032, +0019,  583,  144
"2022--P1Y", +0032, +0020,  740,  144
"2022--P1Y", +0032, +0021,  950,  144
"2022--P1Y", +0032, +0022,  447,  144
"2022--P1Y", +0032, +0023,  305,   73
"2022--P1Y", +0032, +0024,  293,   73
"2022--P1Y", +0032, +0025,  303,   73
"2022--P1Y", +0032, +0026,  530,  146
"2022--P1Y", +0032, +0027,  620,  146
"2022--P1Y", +0032, +0028,  593,  146
"2022--P1Y", +0032, +0029,  526,  146
"2022--P1Y", +0032, +0030,  455,  145
"2022--P1Y", +0032, +0031,  455,  146
"2022--P1Y", +0032, +0032,  296,   73
"2022--P1Y", +0032, +0033,  374,   73
"2022--P1Y", +0032, +0034,  368,   73
"2022--P1Y", +0032, +0035,  294,   73
"2022--P1Y", +0032, +0036,  298,   75
"2022--P1Y", +0032, +0037,  449,  146
"2022--P1Y", +0032, +0038,  592,  146
"2022--P1Y", +0032, +0039,  624,  146
"2022--P1Y", +0032, +0040,  511,  145
"2022--P1Y", +0032, +0041,  437,  145
"2022--P1Y", +0032, +0042,  366,  145
"2022--P1Y", +0032, +0043,  441,   73
"2022--P1Y", +0032, +0044,  312,   73
"2022--P1Y", +0032, +0045,  164,   73
"2022--P1Y", +0032, +0046,   18,   14
"2022--P1Y", +0033, +0013,   16,    4
"2022--P1Y", +0033, +0014,  299,  146
"2022--P1Y", +0033, +0015,  662,  146
"2022--P1Y", +0033, +0016,  738,  146
"2022--P1Y", +0033, +0017,  588,  144
"2022--P1Y", +0033, +0018,  432,   71
"2022--P1Y", +0033, +0019,  431,   71
"2022--P1Y", +0033, +0020,  742,  143
"2022--P1Y", +0033, +0021, 1099,  144
"2022--P1Y", +0033, +0022,  813,  144
"2022--P1Y", +0033, +0023,  736,  144
"2022--P1Y", +0033, +0024,  728,  144
"2022--P1Y", +0033, +0025,  464,  144
"2022--P1Y", +0033, +0026,  391,  144
"2022--P1Y", +0033, +0027,  301,   73
"2022--P1Y", +0033, +0028,  301,   73
"2022--P1Y", +0033, +0029,  305,   73
"2022--P1Y", +0033, +0030,  454,  146
"2022--P1Y", +0033, +0031,  606,  146
"2022--P1Y", +0033, +0032,  588,  146
"2022--P1Y", +0033, +0033,  656,  145
"2022--P1Y", +0033, +0034,  470,  146
"2022--P1Y", +0033, +0035,  368,  146
"2022--P1Y", +0033, +0036,  298,   73
"2022--P1Y", +0033, +0037,  299,   73
"2022--P1Y", +0033, +0038,  294,   73
"2022--P1Y", +0033, +0039,  290,   73
"2022--P1Y", +0033, +0040,  311,   90
"2022--P1Y", +0033, +0041,  436,  145
"2022--P1Y", +0033, +0042,  488,  145
"2022--P1Y", +0033, +0043,  459,  145
"2022--P1Y", +0033, +0044,  490,  145
"2022--P1Y", +0033, +0045,  121,   77
"2022--P1Y", +0033, +0046,   28,   16
"2022--P1Y", +0034, +0012,    4,    4
"2022--P1Y", +0034, +0013,   98,   77
"2022--P1Y", +0034, +0014,  444,  146
"2022--P1Y", +0034, +0015,  738,  146
"2022--P1Y", +0034, +0016,  882,  146
"2022--P1Y", +0034, +0017,  805,  145
"2022--P1Y", +0034, +0018,  724,  144
"2022--P1Y", +0034, +0019,  657,  144
"2022--P1Y", +0034, +0020,  606,  144
"2022--P1Y", +0034, +0021,  440,   71
"2022--P1Y", +0034, +0022,  588,   71
"2022--P1Y", +0034, +0023,  725,  144
"2022--P1Y", +0034, +0024,  737,  144
"2022--P1Y", +0034, +0025,  625,  144
"2022--P1Y", +0034, +0026,  615,  144
"2022--P1Y", +0034, +0027,  641,  144
"2022--P1Y", +0034, +0028,  746,  144
"2022--P1Y", +0034, +0029,  743,  144
"2022--P1Y", +0034, +0030,  467,   73
"2022--P1Y", +0034, +0031,  451,   73
"2022--P1Y", +0034, +0032,  470,   73
"2022--P1Y", +0034, +0033,  489,   84
"2022--P1Y", +0034, +0034,  657,  146
"2022--P1Y", +0034, +0035,  729,  146
"2022--P1Y", +0034, +0036,  746,  146
"2022--P1Y", +0034, +0037,  816,  146
"2022--P1Y", +0034, +0038,  454,  145
"2022--P1Y", +0034, +0039,  169,   77
"2022--P1Y", +0034, +0040,  155,   72
"2022--P1Y", +0034, +0041,  153,   72
"2022--P1Y", +0034, +0042,  178,   72
"2022--P1Y", +0034, +0043,   86,   72
"2022--P1Y", +0034, +0044,   42,   18
"2022--P1Y", +0034, +0045,   38,   18
"2022--P1Y", +0034, +0046,   18,   18
"2022--P1Y", +0035, +0012,  161,  146
"2022--P1Y", +0035, +0013,  451,  146
"2022--P1Y", +0035, +0014,  513,  146
"2022--P1Y", +0035, +0015,  443,  146
"2022--P1Y", +0035, +0016,  364,  146
"2022--P1Y", +0035, +0017,  290,   73
"2022--P1Y", +0035, +0018,  433,  144
"2022--P1Y", +0035, +0019,  458,  143
"2022--P1Y", +0035, +0020,  468,  144
"2022--P1Y", +0035, +0021,  585,  144
"2022--P1Y", +0035, +0022,  588,  144
"2022--P1Y", +0035, +0023,  800,  144
"2022--P1Y", +0035, +0024,  816,  144
"2022--P1Y", +0035, +0025,  301,   71
"2022--P1Y", +0035, +0026,  299,   71
"2022--P1Y", +0035, +0027,  579,  143
"2022--P1Y", +0035, +0028,  813,  143
"2022--P1Y", +0035, +0029,  890,  144
"2022--P1Y", +0035, +0030,  894,  144
"2022--P1Y", +0035, +0031,  656,  144
"2022--P1Y", +0035, +0032,  623,  144
"2022--P1Y", +0035, +0033,  521,   73
"2022--P1Y", +0035, +0034,  502,   73
"2022--P1Y", +0035, +0035,  436,   73
"2022--P1Y", +0035, +0036,  449,   73
"2022--P1Y", +0035, +0037,  623,  146
"2022--P1Y", +0035, +0038,  452,  145
"2022--P1Y", +0035, +0039,  105,   74
"2022--P1Y", +0035, +0040,   32,    8
"2022--P1Y", +0035, +0041,   28,    8
"2022--P1Y", +0035, +0042,   20,    8
"2022--P1Y", +0035, +0043,   16,    4
"2022--P1Y", +0035, +0044,   16,    4
"2022--P1Y", +0035, +0045,    8,    4
"2022--P1Y", +0036, +0009,    7,    4
"2022--P1Y", +0036, +0010,   10,    4
"2022--P1Y", +0036, +0011,   12,    8
"2022--P1Y", +0036, +0012,  231,  146
"2022--P1Y", +0036, +0013,  370,  146
"2022--P1Y", +0036, +0014,  517,  146
"2022--P1Y", +0036, +0015,  591,  146
"2022--P1Y", +0036, +0016,  582,  146
"2022--P1Y", +0036, +0017,  622,  146
"2022--P1Y", +0036, +0018,  510,  146
"2022--P1Y", +0036, +0019,  407,  145
"2022--P1Y", +0036, +0020,  308,   73
"2022--P1Y", +0036, +0021,  359,  138
"2022--P1Y", +0036, +0022,  732,  144
"2022--P1Y", +0036, +0023,  657,  144
"2022--P1Y", +0036, +0024,  826,  144
"2022--P1Y", +0036, +0025,  605,  144
"2022--P1Y", +0036, +0026,  468,  143
"2022--P1Y", +0036, +0027,  499,  142
"2022--P1Y", +0036, +0028,  292,   71
"2022--P1Y", +0036, +0029,  292,   71
"2022--P1Y", +0036, +0030,  291,   71
"2022--P1Y", +0036, +0031,  432,  144
"2022--P1Y", +0036, +0032,  454,  144
"2022--P1Y", +0036, +0033,  548,  144
"2022--P1Y", +0036, +0034,  602,  144
"2022--P1Y", +0036, +0035,  570,  144
"2022--P1Y", +0036, +0036,  427,  144
"2022--P1Y", +0036, +0037,  429,   72
"2022--P1Y", +0036, +0038,  294,   72
"2022--P1Y", +0036, +0039,  153,   71
"2022--P1Y", +0036, +0040,  104,   72
"2022--P1Y", +0036, +0041,   24,    8
"2022--P1Y", +0036, +0042,   32,    8
"2022--P1Y", +0036, +0043,   28,    8
"2022--P1Y", +0036, +0044,   24,    8
"2022--P1Y", +0036, +0045,   12,    8
"2022--P1Y", +0037, +0006,    6,    3
"2022--P1Y", +0037, +0007,    9,    3
"2022--P1Y", +0037, +0008,   11,    5
"2022--P1Y", +0037, +0009,   14,    4
"2022--P1Y", +0037, +0010,   16,    4
"2022--P1Y", +0037, +0011,   36,   20
"2022--P1Y", +0037, +0012,  323,  146
"2022--P1Y", +0037, +0013,  518,  146
"2022--P1Y", +0037, +0014,  452,  146
"2022--P1Y", +0037, +0015,  364,  144
"2022--P1Y", +0037, +0016,  363,  146
"2022--P1Y", +0037, +0017,  467,  146
"2022--P1Y", +0037, +0018,  436,  146
"2022--P1Y", +0037, +0019,  627,  146
"2022--P1Y", +0037, +0020,  599,  146
"2022--P1Y", +0037, +0021,  684,  146
"2022--P1Y", +0037, +0022,  590,  145
"2022--P1Y", +0037, +0023,  377,   73
"2022--P1Y", +0037, +0024,  306,   73
"2022--P1Y", +0037, +0025,  552,  144
"2022--P1Y", +0037, +0026,  838,  142
"2022--P1Y", +0037, +0027,  676,  142
"2022--P1Y", +0037, +0028,  588,  142
"2022--P1Y", +0037, +0029,  443,  142
"2022--P1Y", +0037, +0030,  432,  142
"2022--P1Y", +0037, +0031,  284,   71
"2022--P1Y", +0037, +0032,  286,   71
"2022--P1Y", +0037, +0033,  287,   71
"2022--P1Y", +0037, +0034,  360,  143
"2022--P1Y", +0037, +0035,  431,  144
"2022--P1Y", +0037, +0036,  511,  144
"2022--P1Y", +0037, +0037,  573,  143
"2022--P1Y", +0037, +0038,  439,  143
"2022--P1Y", +0037, +0039,  380,  143
"2022--P1Y", +0037, +0040,  262,   72
"2022--P1Y", +0037, +0041,  153,   72
"2022--P1Y", +0037, +0042,  151,   71
"2022--P1Y", +0037, +0043,   83,   71
"2022--P1Y", +0037, +0044,   20,    8
"2022--P1Y", +0037, +0045,   12,    8
"2022--P1Y", +0038, +0006,   76,   70
"2022--P1Y", +0038, +0007,  154,   70
"2022--P1Y", +0038, +0008,   39,   19
"2022--P1Y", +0038, +0009,  329,  143
"2022--P1Y", +0038, +0010,  587,  144
"2022--P1Y", +0038, +0011,  594,  144
"2022--P1Y", +0038, +0012,  458,  146
"2022--P1Y", +0038, +0013,  663,  146
"2022--P1Y", +0038, +0014,  801,  146
"2022--P1Y", +0038, +0015,  876,  144
"2022--P1Y", +0038, +0016,  600,  144
"2022--P1Y", +0038, +0017,  523,  144
"2022--P1Y", +0038, +0018,  293,   73
"2022--P1Y", +0038, +0019,  301,   73
"2022--P1Y", +0038, +0020,  444,  146
"2022--P1Y", +0038, +0021,  857,  146
"2022--P1Y", +0038, +0022,  659,  145
"2022--P1Y", +0038, +0023,  464,  145
"2022--P1Y", +0038, +0024,  458,  145
"2022--P1Y", +0038, +0025,  399,  145
"2022--P1Y", +0038, +0026,  288,   71
"2022--P1Y", +0038, +0027,  436,   71
"2022--P1Y", +0038, +0028,  447,  142
"2022--P1Y", +0038, +0029,  439,  142
"2022--P1Y", +0038, +0030,  501,  142
"2022--P1Y", +0038, +0031,  568,  142
"2022--P1Y", +0038, +0032,  571,  142
"2022--P1Y", +0038, +0033,  507,  142
"2022--P1Y", +0038, +0034,  287,   71
"2022--P1Y", +0038, +0035,  284,   71
"2022--P1Y", +0038, +0036,  433,   71
"2022--P1Y", +0038, +0037,  355,   71
"2022--P1Y", +0038, +0038,  573,  143
"2022--P1Y", +0038, +0039,  614,  143
"2022--P1Y", +0038, +0040,  522,  143
"2022--P1Y", +0038, +0041,  433,  143
"2022--P1Y", +0038, +0042,  430,  143
"2022--P1Y", +0038, +0043,  219,   72
"2022--P1Y", +0038, +0044,  154,   72
"2022--P1Y", +0038, +0045,  148,   72
"2022--P1Y", +0038, +0046,   73,   72
"2022--P1Y", +0039, +0005,   29,   21
"2022--P1Y", +0039, +0006,  568,  142
"2022--P1Y", +0039, +0007,  446,  142
"2022--P1Y", +0039, +0008,  398,  158
"2022--P1Y", +0039, +0009,  676,  144
"2022--P1Y", +0039, +0010,  872,  144
"2022--P1Y", +0039, +0011,  865,  144
"2022--P1Y", +0039, +0012,  872,  144
"2022--P1Y", +0039, +0013,  762,  144
"2022--P1Y", +0039, +0014,  550,  127
"2022--P1Y", +0039, +0015,  587,  144
"2022--P1Y", +0039, +0016,  599,  144
"2022--P1Y", +0039, +0017,  589,  144
"2022--P1Y", +0039, +0018,  584,  144
"2022--P1Y", +0039, +0019,  583,  144
"2022--P1Y", +0039, +0020,  525,  144
"2022--P1Y", +0039, +0021,  524,   73
"2022--P1Y", +0039, +0022,  444,   72
"2022--P1Y", +0039, +0023,  755,  145
"2022--P1Y", +0039, +0024,  703,  145
"2022--P1Y", +0039, +0025,  615,  144
"2022--P1Y", +0039, +0026,  513,  143
"2022--P1Y", +0039, +0027,  445,  143
"2022--P1Y", +0039, +0028,  515,  143
"2022--P1Y", +0039, +0029,  428,   71
"2022--P1Y", +0039, +0030,  285,   71
"2022--P1Y", +0039, +0031,  284,   71
"2022--P1Y", +0039, +0032,  390,  142
"2022--P1Y", +0039, +0033,  439,  142
"2022--P1Y", +0039, +0034,  429,  142
"2022--P1Y", +0039, +0035,  641,  142
"2022--P1Y", +0039, +0036,  727,  142
"2022--P1Y", +0039, +0037,  281,   71
"2022--P1Y", +0039, +0038,  282,   71
"2022--P1Y", +0039, +0039,  284,   71
"2022--P1Y", +0039, +0040,  287,   71
"2022--P1Y", +0039, +0041,  366,  142
"2022--P1Y", +0039, +0042,  432,  143
"2022--P1Y", +0039, +0043,  577,  143
"2022--P1Y", +0039, +0044,  505,  143
"2022--P1Y", +0039, +0045,  430,  143
"2022--P1Y", +0039, +0046,  145,   72
"2022--P1Y", +0040, +0005,  165,   94
"2022--P1Y", +0040, +0006,  638,  142
"2022--P1Y", +0040, +0007,  884,  142
"2022--P1Y", +0040, +0008,  788,  142
"2022--P1Y", +0040, +0009,  648,  142
"2022--P1Y", +0040, +0010,  501,  142
"2022--P1Y", +0040, +0011,  500,  144
"2022--P1Y", +0040, +0012,  588,  144
"2022--P1Y", +0040, +0013,  547,  144
"2022--P1Y", +0040, +0014,  656,  143
"2022--P1Y", +0040, +0015,  731,  142
"2022--P1Y", +0040, +0016,  427,  142
"2022--P1Y", +0040, +0017,  288,   71
"2022--P1Y", +0040, +0018,  361,  144
"2022--P1Y", +0040, +0019,  435,  144
"2022--P1Y", +0040, +0020,  687,  144
"2022--P1Y", +0040, +0021,  789,  144
"2022--P1Y", +0040, +0022,  736,  143
"2022--P1Y", +0040, +0023,  713,  143
"2022--P1Y", +0040, +0024,  290,   72
"2022--P1Y", +0040, +0025,  293,   72
"2022--P1Y", +0040, +0026,  518,  143
"2022--P1Y", +0040, +0027,  601,  143
"2022--P1Y", +0040, +0028,  868,  143
"2022--P1Y", +0040, +0029,  979,  142
"2022--P1Y", +0040, +0030, 1183,  142
"2022--P1Y", +0040, +0031,  781,  142
"2022--P1Y", +0040, +0032,  437,   71
"2022--P1Y", +0040, +0033,  290,   71
"2022--P1Y", +0040, +0034,  285,   71
"2022--P1Y", +0040, +0035,  576,  142
"2022--P1Y", +0040, +0036,  582,  142
"2022--P1Y", +0040, +0037,  494,  142
"2022--P1Y", +0040, +0038,  427,  142
"2022--P1Y", +0040, +0039,  425,  141
"2022--P1Y", +0040, +0040,  288,   71
"2022--P1Y", +0040, +0041,  288,   71
"2022--P1Y", +0040, +0042,  291,   71
"2022--P1Y", +0040, +0043,  289,   71
"2022--P1Y", +0040, +0044,  356,  143
"2022--P1Y", +0040, +0045,  428,  143
"2022--P1Y", +0040, +0046,  216,  142
"2022--P1Y", +0041, +0005,  212,  141
"2022--P1Y", +0041, +0006,  427,  142
"2022--P1Y", +0041, +0007,  509,  214
"2022--P1Y", +0041, +0008,  577,  142
"2022--P1Y", +0041, +0009,  575,  142
"2022--P1Y", +0041, +0010,  572,  142
"2022--P1Y", +0041, +0011,  567,  142
"2022--P1Y", +0041, +0012,  603,  142
"2022--P1Y", +0041, +0013,  377,   71
"2022--P1Y", +0041, +0014,  579,  142
"2022--P1Y", +0041, +0015,  657,  142
"2022--P1Y", +0041, +0016,  573,  142
"2022--P1Y", +0041, +0017,  572,  142
"2022--P1Y", +0041, +0018,  427,  141
"2022--P1Y", +0041, +0019,  428,  141
"2022--P1Y", +0041, +0020,  295,   71
"2022--P1Y", +0041, +0021,  362,  143
"2022--P1Y", +0041, +0022,  587,  143
"2022--P1Y", +0041, +0023,  724,  143
"2022--P1Y", +0041, +0024,  439,  143
"2022--P1Y", +0041, +0025,  450,  143
"2022--P1Y", +0041, +0026,  444,  143
"2022--P1Y", +0041, +0027,  434,   72
"2022--P1Y", +0041, +0028,  438,   71
"2022--P1Y", +0041, +0029,  719,  142
"2022--P1Y", +0041, +0030,  710,  142
"2022--P1Y", +0041, +0031,  998,  142
"2022--P1Y", +0041, +0032,  931,  142
"2022--P1Y", +0041, +0033,  712,  142
"2022--P1Y", +0041, +0034,  568,  142
"2022--P1Y", +0041, +0035,  435,   71
"2022--P1Y", +0041, +0036,  437,   71
"2022--P1Y", +0041, +0037,  428,   71
"2022--P1Y", +0041, +0038,  505,  142
"2022--P1Y", +0041, +0039,  636,  141
"2022--P1Y", +0041, +0040,  712,  141
"2022--P1Y", +0041, +0041,  574,  141
"2022--P1Y", +0041, +0042,  432,  141
"2022--P1Y", +0041, +0043,  287,   71
"2022--P1Y", +0041, +0044,  284,   71
"2022--P1Y", +0041, +0045,  284,   71
"2022--P1Y", +0041, +0046,  172,   71
"2022--P1Y", +0041, +0047,   26,   26
"2022--P1Y", +0042, +0005,  161,  142
"2022--P1Y", +0042, +0006,  451,  143
"2022--P1Y", +0042, +0007,  617,  143
"2022--P1Y", +0042, +0008,  526,  143
"2022--P1Y", +0042, +0009,  423,  142
"2022--P1Y", +0042, +0010,  428,  142
"2022--P1Y", +0042, +0011,  427,  142
"2022--P1Y", +0042, +0012,  594,  142
"2022--P1Y", +0042, +0013,  717,  142
"2022--P1Y", +0042, +0014,  576,  142
"2022--P1Y", +0042, +0015,  501,  142
"2022--P1Y", +0042, +0016,  423,   71
"2022--P1Y", +0042, +0017,  424,  141
"2022--P1Y", +0042, +0018,  493,  141
"2022--P1Y", +0042, +0019,  570,  141
"2022--P1Y", +0042, +0020,  574,  141
"2022--P1Y", +0042, +0021,  566,  141
"2022--P1Y", +0042, +0022,  407,   74
"2022--P1Y", +0042, +0023,  398,   71
"2022--P1Y", +0042, +0024,  369,  143
"2022--P1Y", +0042, +0025,  593,  143
"2022--P1Y", +0042, +0026,  579,  143
"2022--P1Y", +0042, +0027,  573,  143
"2022--P1Y", +0042, +0028,  505,  142
"2022--P1Y", +0042, +0029,  356,  142
"2022--P1Y", +0042, +0030,  284,   71
"2022--P1Y", +0042, +0031,  426,   71
"2022--P1Y", +0042, +0032,  428,  108
"2022--P1Y", +0042, +0033,  779,  142
"2022--P1Y", +0042, +0034, 1065,  142
"2022--P1Y", +0042, +0035,  865,  142
"2022--P1Y", +0042, +0036,  574,  142
"2022--P1Y", +0042, +0037,  571,  142
"2022--P1Y", +0042, +0038,  430,   71
"2022--P1Y", +0042, +0039,  420,   70
"2022--P1Y", +0042, +0040,  423,   70
"2022--P1Y", +0042, +0041,  373,  141
"2022--P1Y", +0042, +0042,  322,  141
"2022--P1Y", +0042, +0043,  307,  141
"2022--P1Y", +0042, +0044,  306,  141
"2022--P1Y", +0042, +0045,  245,  141
"2022--P1Y", +0042, +0046,  115,   71
"2022--P1Y", +0042, +0047,   26,   26
"2022--P1Y", +0043, +0005,   22,   15
"2022--P1Y", +0043, +0006,  157,  132
"2022--P1Y", +0043, +0007,  333,  143
"2022--P1Y", +0043, +0008,  321,  142
"2022--P1Y", +0043, +0009,  311,  142
"2022--P1Y", +0043, +0010,  307,  142
"2022--P1Y", +0043, +0011,  255,  141
"2022--P1Y", +0043, +0012,  218,   71
"2022--P1Y", +0043, +0013,  709,  142
"2022--P1Y", +0043, +0014,  571,  142
"2022--P1Y", +0043, +0015,  499,  142
"2022--P1Y", +0043, +0016,  425,  141
"2022--P1Y", +0043, +0017,  492,  141
"2022--P1Y", +0043, +0018,  420,   70
"2022--P1Y", +0043, +0019,  350,   70
"2022--P1Y", +0043, +0020,  427,  141
"2022--P1Y", +0043, +0021,  428,  141
"2022--P1Y", +0043, +0022,  560,  141
"2022--P1Y", +0043, +0023,  434,  141
"2022--P1Y", +0043, +0024,  440,  141
"2022--P1Y", +0043, +0025,  289,   71
"2022--P1Y", +0043, +0026,  288,   71
"2022--P1Y", +0043, +0027,  357,  142
"2022--P1Y", +0043, +0028,  431,  142
"2022--P1Y", +0043, +0029,  429,  142
"2022--P1Y", +0043, +0030,  569,  142
"2022--P1Y", +0043, +0031,  710,  142
"2022--P1Y", +0043, +0032,  305,   92
"2022--P1Y", +0043, +0033,  284,   71
"2022--P1Y", +0043, +0034,  284,   71
"2022--P1Y", +0043, +0035,  362,   73
"2022--P1Y", +0043, +0036,  635,  142
"2022--P1Y", +0043, +0037,  572,  142
"2022--P1Y", +0043, +0038,  371,  142
"2022--P1Y", +0043, +0039,  297,  141
"2022--P1Y", +0043, +0040,  242,   92
"2022--P1Y", +0043, +0041,  146,   70
"2022--P1Y", +0043, +0042,   12,    3
"2022--P1Y", +0043, +0043,   12,    3
"2022--P1Y", +0043, +0044,   27,   18
"2022--P1Y", +0043, +0045,   35,   18
"2022--P1Y", +0043, +0046,  114,   71
"2022--P1Y", +0043, +0047,   26,   26
"2022--P1Y", +0044, +0005,    6,    3
"2022--P1Y", +0044, +0006,   12,    3
"2022--P1Y", +0044, +0007,   15,    3
"2022--P1Y", +0044, +0008,   18,    3
"2022--P1Y", +0044, +0009,   30,    6
"2022--P1Y", +0044, +0010,   30,    6
"2022--P1Y", +0044, +0011,   47,   17
"2022--P1Y", +0044, +0012,  263,  142
"2022--P1Y", +0044, +0013,  459,  142
"2022--P1Y", +0044, +0014,  440,  142
"2022--P1Y", +0044, +0015,  557,  141
"2022--P1Y", +0044, +0016,  708,  142
"2022--P1Y", +0044, +0017,  639,  141
"2022--P1Y", +0044, +0018,  566,  141
